sale_quantity,compartment_mean,displacement_mean,avg_price_mean,power_mean,cylinder_number_mean,engine_torque_mean,car_length_mean,car_width_mean,car_height_mean,total_quality_mean,equipment_quality_mean,rated_passenger_mean,wheelbase_mean,front_track_mean,rear_track_mean,max_price_mean,min_price_mean,compartment_count,type_id_count,level_id_count,department_id_count,TR_count,gearbox_type_count,displacement_count,if_charging_count,driven_type_id_count,fuel_type_id_count,newenergy_type_id_count,emission_standards_id_count,if_MPV_id_count,if_luxurious_id_count,rated_passenger_count,max_price_count,min_price_count,avg_price_count,compartment_label_mean,displacement_label_mean,power_label_mean,cylinder_number_label_mean,engine_torque_label_mean,car_length_label_mean,car_width_label_mean,car_height_label_mean,total_quality_label_mean,equipment_quality_label_mean,rated_passenger_label_mean,wheelbase_label_mean,front_track_label_mean,rear_track_label_mean,max_price_label_mean,min_price_label_mean,avg_price_label_mean,sales,sale_date,class_id,label
147,3.0,1.83333333333,22.5,155.666666667,4.0,310.0,4860.0,1854.0,1480.0,1994.33333333,1619.33333333,5.0,2850.0,1578.0,1574.0,25.0,20.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.80952380952,146.857142857,4.0,302.380952381,4860.0,1854.0,1480.0,1988.66666667,1613.66666667,5.0,2850.0,1578.0,1574.0,25.0,20.0,22.5,147,27,356986,203
217,2.0,1.4,9.0,76.0,4.0,131.5,4115.0,1700.0,1492.5,1500.0,1050.0,5.0,2550.0,1462.5,1462.5,10.0,8.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.3866359447,75.599078341,4.0,130.3640553,4115.0,1700.0,1493.24884793,1500.0,1054.33179724,5.0,2550.0,1461.75115207,1461.75115207,10.0,8.0,9.0,217,27,360648,254
105,3.0,1.6,12.5,86.0,4.0,150.0,4558.0,1805.0,1505.0,1786.0,1347.5,5.0,2612.0,1525.0,1522.0,15.0,10.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.6,86.0,4.0,150.0,4558.0,1805.0,1505.0,1782.0,1340.0,5.0,2612.0,1525.0,1522.0,15.0,10.0,12.5,105,27,379876,238
386,3.0,2.45,22.5,164.0,4.5,268.0,5003.75,1858.0,1501.0,2177.5,1757.5,5.0,2837.0,1575.75,1575.0,25.0,20.0,1,1,1,1,1,1,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.35129533679,145.844559585,4.0414507772,249.720207254,5004.6761658,1858.0,1499.7746114,2137.94041451,1717.94041451,5.0,2837.0,1578.98704663,1575.82901554,25.0,20.0,22.5,386,27,384924,437
47,3.0,2.1,17.5,114.0,4.0,210.0,4805.0,1860.0,1458.0,2084.33333333,1563.33333333,5.0,2815.0,1584.0,1551.0,20.0,15.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.12127659574,115.276595745,4.0,212.127659574,4805.0,1860.0,1458.0,2094.19148936,1574.68085106,5.0,2815.0,1584.0,1551.0,20.0,15.0,17.5,47,27,395234,83
431,2.0,1.9,12.5,109.666666667,4.0,239.333333333,4643.0,1834.0,1696.66666667,2084.83333333,1589.0,5.0,2680.0,1565.0,1565.0,15.0,10.0,1,1,1,1,3,2,3.0,2,1,2,1,1,1,1,1.0,1,1,1.0,2.0,1.55011600928,109.958236659,4.0,213.675174014,4644.13457077,1837.4037123,1699.18793503,2058.5800464,1550.3549884,5.0,2680.0,1565.0,1565.0,15.0,10.0,12.5,431,27,409854,439
1783,3.0,1.53333333333,12.5,85.1111111111,4.0,178.333333333,4605.66666667,1760.11111111,1461.11111111,1747.22222222,1267.22222222,5.0,2610.0,1517.0,1493.0,15.0,10.0,1,1,1,1,3,3,2.0,2,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.57655636568,82.6775098149,4.0,163.205272013,4605.06057207,1764.55580482,1460.10095345,1763.28939989,1256.01514302,5.0,2610.0,1517.0,1493.0,15.0,10.0,12.5,1783,27,425432,1857
207,3.0,1.8,17.5,105.0,4.0,176.0,4710.0,1820.0,1470.0,1850.0,1409.5,5.0,2770.0,1579.0,1589.0,20.0,15.0,1,1,1,1,1,1,1.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.8,105.0,4.0,176.0,4710.0,1820.0,1470.0,1847.43961353,1401.43478261,5.0,2770.0,1579.0,1589.0,20.0,15.0,17.5,207,27,436105,273
219,3.0,1.86666666667,42.5,137.0,4.0,253.333333333,4681.66666667,1811.0,1454.33333333,1973.33333333,1530.0,5.0,2846.66666667,1535.0,1576.0,50.0,35.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.96529680365,146.616438356,4.0,265.662100457,4726.36986301,1811.0,1454.73972603,1978.26484018,1549.5890411,5.0,2891.36986301,1532.04109589,1573.04109589,50.0,35.0,42.5,219,27,453752,230
208,3.0,2.24,22.5,126.8,4.0,218.2,4936.0,1848.0,1472.0,1956.0,1525.0,5.0,2780.0,1590.0,1583.0,25.0,20.0,1,1,1,1,2,2,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,2.16153846154,123.144230769,4.0,210.884615385,4930.86538462,1845.43269231,1470.28846154,1941.05769231,1515.19230769,5.0,2775.72115385,1591.10576923,1583.125,25.0,20.0,22.5,208,27,468392,229
76,3.0,1.86666666667,12.5,100.666666667,4.0,183.333333333,4688.0,1815.0,1525.0,1842.66666667,1423.33333333,5.0,2710.0,1522.0,1503.0,15.0,10.0,1,1,1,1,3,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.91052631579,103.078947368,4.0,188.815789474,4688.0,1815.0,1525.0,1845.06578947,1427.05263158,5.0,2710.0,1522.0,1503.0,15.0,10.0,12.5,76,27,472603,117
103,2.0,2.0,42.5,155.0,4.0,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5.0,2807.0,1617.0,1614.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,155.0,4.0,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5.0,2807.0,1617.0,1614.0,50.0,35.0,42.5,103,27,482497,211
55,3.0,1.8,42.5,150.0,4.0,310.0,5026.0,1854.0,1467.0,2355.0,1765.0,5.0,3014.0,1579.0,1596.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.8,150.0,4.0,310.0,5026.0,1854.0,1467.0,2355.0,1765.0,5.0,3014.0,1579.0,1596.0,50.0,35.0,42.5,55,27,527809,72
187,3.0,2.33333333333,22.5,126.0,4.0,219.333333333,4868.0,1830.0,1490.0,1890.0,1469.33333333,5.0,2775.0,1585.0,1585.0,25.0,20.0,1,1,1,1,1,1,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,2.11229946524,111.411764706,4.0,199.882352941,4868.0,1830.0,1490.0,1876.73796791,1460.9197861,5.0,2775.0,1585.0,1585.0,25.0,20.0,22.5,187,27,559132,166
82,2.0,1.5,6.5,76.5,4.0,140.0,4440.0,1700.0,1783.0,1790.0,1270.0,7.0,2790.0,1420.0,1440.0,8.0,5.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.5,76.756097561,4.0,140.853658537,4440.0,1700.0,1783.0,1790.0,1270.0,7.0,2790.0,1420.0,1440.0,8.0,5.0,6.5,82,27,560265,102
617,2.0,1.82,6.5,84.916,4.0,153.336,4835.0,1705.0,1950.0,2244.0,1674.0,7.5,2880.0,1445.0,1420.0,8.0,5.0,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.67585089141,83.6632090762,4.0,143.337439222,4711.01296596,1698.20097245,1943.33873582,2182.61750405,1592.31766613,7.5,2828.20097245,1445.0,1420.0,8.0,5.0,6.5,617,27,576298,616
395,3.0,1.5,12.5,86.5,4.0,187.5,4523.0,1775.0,1467.0,1803.75,1311.25,5.0,2610.0,1517.0,1493.0,15.0,10.0,1,1,1,1,3,3,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.58784810127,78.1544303797,4.0,158.949367089,4523.0,1775.0,1467.0,1792.79746835,1293.70886076,5.0,2610.0,1517.0,1493.0,15.0,10.0,12.5,395,27,580470,431
138,2.0,1.6,12.5,93.0,4.0,154.0,4295.0,1760.0,1523.0,1635.0,1208.5,5.0,2700.0,1540.0,1540.0,15.0,10.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.6,93.0,4.0,154.0,4295.0,1760.0,1523.0,1637.97101449,1209.98550725,5.0,2700.0,1540.0,1540.0,15.0,10.0,12.5,138,27,580634,147
782,3.0,2.08,17.5,133.8,4.0,232.6,4845.0,1830.0,1460.0,1947.0,1496.0,5.0,2795.0,1597.8,1597.8,20.0,15.0,1,1,1,1,1,2,2.0,2,1,1,1,2,1,1,1.0,1,1,1.0,3.0,2.00971867008,122.202046036,4.0,202.280051151,4845.0,1830.0,1460.0,1933.56138107,1483.80818414,5.0,2795.0,1600.38107417,1600.38107417,20.0,15.0,17.5,782,27,597927,679
502,3.0,2.62,62.5,164.8,5.6,314.0,5015.0,1874.0,1455.0,2358.0,1855.0,5.0,3012.0,1627.0,1618.0,75.0,50.0,1,1,1,1,2,2,4.0,2,2,1,1,1,1,1,1.0,1,1,1.0,3.0,2.26334661355,139.155378486,4.91235059761,294.103585657,5015.0,1874.0,1455.0,2293.78486056,1774.4123506,5.0,3012.0,1627.0,1618.0,75.0,50.0,62.5,502,27,603972,494
97,3.0,1.8,42.5,132.5,4.0,280.0,4581.0,1770.0,1448.0,2012.5,1556.25,5.0,2760.0,1541.0,1544.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.8,125.463917526,4.0,267.93814433,4581.0,1770.0,1448.0,2011.03092784,1549.48453608,5.0,2760.0,1541.0,1544.0,50.0,35.0,42.5,97,27,614059,134
1373,2.0,1.35,2.5,72.5,4.0,127.25,4400.0,1680.0,1770.0,1812.5,1292.5,7.5,2720.0,1420.0,1440.0,5.0,0.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.45477057538,79.1354697742,4.0,140.695557174,4400.0,1680.0,1770.0,1821.23088128,1301.23088128,7.5,2720.0,1420.0,1440.0,5.0,0.0,2.5,1373,27,621073,1363
389,2.0,1.52,17.5,89.0,4.0,188.0,4243.8,1796.4,1457.4,1748.0,1276.0,5.0,2625.2,1547.2,1518.6,20.0,15.0,1,1,1,1,3,3,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.50488431877,87.3778920308,4.0,189.12596401,4237.8688946,1795.02313625,1460.2596401,1760.79691517,1286.88946015,5.0,2618.95115681,1546.24678663,1517.85861183,20.0,15.0,17.5,389,27,628041,423
72,2.0,1.36666666667,9.0,78.0,4.0,133.0,3900.0,1695.0,1525.0,1510.0,1091.66666667,5.0,2500.0,1490.0,1475.0,10.0,8.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.35,76.75,4.0,131.5,3900.0,1695.0,1525.0,1510.0,1088.125,5.0,2500.0,1490.0,1475.0,10.0,8.0,9.0,72,27,651347,36
128,3.0,2.0,42.5,195.5,4.0,377.5,5131.0,1852.0,1501.0,2260.0,1840.0,5.0,2837.0,1580.0,1591.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.0,193.4296875,4.0,396.1328125,5131.0,1852.0,1501.0,2260.0,1840.0,5.0,2837.0,1580.0,1591.0,50.0,35.0,42.5,128,27,651782,117
199,2.0,1.33333333333,12.5,84.6666666667,3.66666666667,150.0,4280.0,1785.0,1658.0,1651.66666667,1276.66666667,5.0,2530.0,1527.0,1533.0,15.0,10.0,1,1,1,1,2,2,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.48492462312,81.3316582915,3.96984924623,140.904522613,4280.0,1785.0,1658.0,1661.55778894,1286.55778894,5.0,2530.0,1527.0,1533.0,15.0,10.0,12.5,199,27,671482,177
312,3.0,1.93333333333,42.5,135.0,4.0,306.666666667,4761.0,1826.0,1439.0,2040.0,1620.0,5.0,2869.0,1564.0,1550.0,50.0,35.0,1,1,1,1,3,3,2.0,1,2,1,1,1,1,1,1.0,1,1,1.0,3.0,1.99487179487,133.336538462,4.0,320.416666667,4761.0,1826.0,1439.0,2026.34615385,1606.82692308,5.0,2869.0,1564.0,1550.0,50.0,35.0,42.5,312,27,682651,281
87,3.0,1.8,12.5,104.0,4.0,174.0,4535.0,1755.0,1450.0,1680.0,1253.33333333,5.0,2670.0,1495.0,1520.0,15.0,10.0,1,1,1,1,1,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.8,104.0,4.0,174.0,4535.0,1755.0,1450.0,1680.0,1269.02298851,5.0,2670.0,1495.0,1520.0,15.0,10.0,12.5,87,27,713651,123
296,2.0,1.86666666667,30.0,127.666666667,4.0,260.0,4506.0,1809.0,1685.0,2126.66666667,1676.66666667,5.0,2684.0,1569.0,1571.0,35.0,25.0,1,1,1,1,1,1,2.0,1,2,1,1,2,1,1,1.0,1,1,1.0,2.0,1.83378378378,122.898648649,4.0,255.067567568,4506.0,1809.0,1685.0,2080.67567568,1630.67567568,5.0,2684.0,1569.0,1571.0,35.0,25.0,30.0,296,27,714152,358
56,2.0,2.0,30.0,136.0,4.0,232.5,4477.0,1798.0,1577.0,2075.0,1640.0,5.0,2760.0,1500.0,1529.0,35.0,25.0,1,1,1,1,2,1,1.0,2,2,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,136.0,4.0,232.5,4477.0,1798.0,1577.0,2075.0,1640.0,5.0,2760.0,1500.0,1529.0,35.0,25.0,30.0,56,27,732758,105
1118,3.0,1.66666666667,12.5,95.3333333333,4.0,159.0,4671.0,1815.0,1478.0,1816.66666667,1406.66666667,5.0,2685.0,1544.0,1558.0,15.0,10.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.60465116279,89.4418604651,4.0,150.627906977,4671.0,1815.0,1478.0,1810.08050089,1400.08050089,5.0,2685.0,1544.0,1558.0,15.0,10.0,12.5,1118,27,735971,1453
803,2.5,1.73333333333,12.5,103.0,4.0,173.333333333,4451.0,1823.0,1483.0,1714.16666667,1339.16666667,5.0,2648.0,1553.0,1544.0,15.0,10.0,2,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.57160647572,1.61643835616,93.3561643836,4.0,160.767123288,4462.88667497,1823.0,1483.0,1698.31631382,1323.31631382,5.0,2648.0,1553.0,1544.0,15.0,10.0,12.5,803,27,745137,926
391,3.0,1.6,12.5,93.8,4.0,155.5,4570.0,1775.0,1445.0,1625.0,1250.0,5.0,2700.0,1549.0,1562.0,15.0,10.0,1,1,1,1,1,2,1.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.6,93.8,4.0,155.5,4570.0,1775.0,1445.0,1633.47826087,1258.47826087,5.0,2700.0,1549.0,1562.0,15.0,10.0,12.5,391,27,786351,521
617,2.0,2.1,17.5,122.75,4.0,205.75,4450.0,1855.0,1635.0,1997.5,1487.75,5.0,2640.0,1614.0,1615.0,20.0,15.0,1,1,1,1,1,2,2.0,1,2,1,1,2,1,1,1.0,1,1,1.0,2.0,2.01037277147,121.181523501,4.0,199.700162075,4450.0,1855.0,1635.0,1981.81523501,1470.89303079,5.0,2640.0,1614.0,1615.0,20.0,15.0,17.5,617,27,819061,492
357,3.0,1.8,12.5,102.0,4.0,172.0,4650.0,1750.0,1505.0,1638.33333333,1263.33333333,5.0,2650.0,1500.0,1485.0,15.0,10.0,1,1,1,1,1,2,1.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.8,102.0,4.0,172.0,4650.0,1750.0,1505.0,1645.98039216,1270.98039216,5.0,2650.0,1500.0,1485.0,15.0,10.0,12.5,357,27,854079,332
149,2.0,1.73333333333,22.5,146.0,4.0,276.666666667,4524.0,1838.0,1691.66666667,2063.33333333,1688.33333333,5.0,2690.0,1563.0,1565.0,25.0,20.0,1,1,1,1,1,1,2.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,1.73422818792,146.10738255,4.0,276.912751678,4524.0,1838.0,1690.03355705,2043.00671141,1668.00671141,5.0,2690.0,1563.0,1565.0,25.0,20.0,22.5,149,27,871642,223
259,3.0,1.9,22.5,132.5,4.0,265.0,4865.0,1820.0,1475.0,2000.0,1547.5,5.0,2812.0,1552.0,1551.0,25.0,20.0,1,1,1,1,2,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.84478764479,124.494208494,4.0,256.718146718,4865.0,1820.0,1475.0,2000.0,1546.11969112,5.0,2812.0,1552.0,1551.0,25.0,20.0,22.5,259,27,883691,329
160,2.0,1.4,12.5,105.0,4.0,200.0,4278.0,1774.0,1649.33333333,1858.33333333,1438.33333333,5.0,2555.0,1540.0,1540.0,15.0,10.0,1,1,1,1,1,2,1.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,1.4,105.0,4.0,200.0,4278.0,1774.0,1647.5,1849.1875,1429.1875,5.0,2555.0,1540.0,1540.0,15.0,10.0,12.5,160,27,905745,160
566,2.0,1.5,12.5,70.0,4.0,143.5,3972.125,1684.875,1465.0,1586.25,1115.625,5.0,2470.0,1463.0,1456.0,15.0,10.0,1,1,1,1,2,2,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,2.0,1.54098939929,72.8692579505,4.0,148.213780919,3971.95229682,1684.64134276,1464.75618375,1593.94522968,1122.47879859,5.0,2470.0,1463.0,1456.0,15.0,10.0,12.5,566,27,914348,364
652,3.0,1.9,17.5,130.0,4.0,225.0,4869.0,1854.0,1472.0,1987.5,1567.5,5.0,2737.0,1585.0,1587.0,20.0,15.0,1,1,1,1,1,2,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.02147239264,119.297546012,4.0,203.029141104,4869.0,1854.0,1472.0,1989.45552147,1569.45552147,5.0,2737.0,1585.0,1587.0,20.0,15.0,17.5,652,27,923841,643
57,2.0,1.9,17.5,101.75,4.0,187.0,4315.0,1783.0,1606.0,1902.5,1387.0,5.0,2630.0,1540.0,1545.0,20.0,15.0,1,1,1,1,3,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.9649122807,104.50877193,4.0,194.140350877,4315.0,1783.0,1606.0,1920.35087719,1413.40350877,5.0,2630.0,1540.0,1545.0,20.0,15.0,17.5,57,27,961362,72
165,3.0,1.53333333333,9.0,76.0,4.0,149.0,4487.0,1706.0,1470.0,1616.66666667,1133.33333333,5.0,2603.0,1460.0,1500.0,10.0,8.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.56727272727,78.5454545455,4.0,154.448484848,4487.0,1706.0,1470.0,1609.6969697,1127.75757576,5.0,2603.0,1460.0,1500.0,10.0,8.0,9.0,165,27,961962,133
230,2.0,2.64,42.5,153.6,4.8,257.0,5251.4,1871.8,1767.6,2452.0,1884.0,7.0,3088.0,1591.6,1600.8,50.0,35.0,1,1,1,1,1,1,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,2.0,2.61391304348,146.965217391,4.71304347826,250.326086957,5235.93478261,1862.5,1761.0,2425.0,1874.95652174,7.0,3088.0,1589.5,1598.78695652,50.0,35.0,42.5,230,28,125403,65
257,3.0,2.0,17.5,108.714285714,4.0,190.0,4825.0,1822.85714286,1482.14285714,2000.0,1480.0,5.0,2775.0,1575.0,1560.0,20.0,15.0,1,1,1,1,1,1,1.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,2.0,109.031128405,4.0,190.0,4825.0,1823.65758755,1481.34241245,2000.0,1478.05447471,5.0,2775.0,1575.0,1560.0,20.0,15.0,17.5,257,28,136916,233
522,3.0,1.56666666667,12.5,78.5,4.0,151.166666667,4473.0,1706.0,1469.0,1615.0,1135.0,5.0,2603.0,1460.0,1500.0,15.0,10.0,1,1,1,1,2,2,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.56666666667,78.5,4.0,151.166666667,4473.0,1706.0,1469.0,1610.09578544,1130.09578544,5.0,2603.0,1460.0,1500.0,15.0,10.0,12.5,522,28,175962,474
632,1.0,1.04,2.5,49.6,4.0,90.6,3856.8,1528.0,1836.0,1625.0,970.0,7.0,2550.0,1288.0,1290.0,5.0,0.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,1.0,1.00189873418,45.2579113924,4.0,85.3053797468,3800.88449367,1511.5664557,1821.07594937,1577.72943038,946.598101266,7.0,2502.37341772,1289.90506329,1290.0,5.0,0.0,2.5,632,28,178529,513
36,2.0,2.0,17.5,104.0,4.0,184.0,4325.0,1795.0,1680.0,1900.0,1525.0,5.0,2630.0,1550.0,1550.0,20.0,15.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,104.0,4.0,184.0,4325.0,1795.0,1680.0,1893.33333333,1518.33333333,5.0,2630.0,1550.0,1550.0,20.0,15.0,17.5,36,28,194450,36
282,3.0,2.5,42.5,197.25,5.0,322.5,5039.0,1860.0,1492.0,2282.5,1785.0,5.0,3108.0,1600.0,1627.0,50.0,35.0,1,1,1,1,1,1,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.16312056738,179.017730496,4.32624113475,306.560283688,5039.0,1860.0,1492.0,2256.84397163,1764.39716312,5.0,3108.0,1600.0,1627.0,50.0,35.0,42.5,282,28,209945,282
164,2.0,2.0,30.0,125.0,4.0,280.0,4385.0,1831.0,1589.0,2095.0,1615.0,5.0,2603.0,1571.0,1575.0,35.0,25.0,1,1,1,1,1,1,1.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,125.0,4.0,280.0,4385.0,1831.0,1589.0,2082.92682927,1602.92682927,5.0,2603.0,1571.0,1575.0,35.0,25.0,30.0,164,28,221795,155
891,2.57142857143,1.45714285714,9.0,82.0428571429,4.0,140.714285714,4262.85714286,1700.0,1460.0,1482.85714286,1066.42857143,5.0,2570.0,1507.85714286,1511.85714286,10.0,8.0,2,1,1,1,2,2,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,2.61279461279,1.43389450056,80.6828282828,4.0,138.389450056,4273.1986532,1700.0,1460.0,1481.14478114,1064.14702581,5.0,2570.0,1508.72839506,1512.72839506,10.0,8.0,9.0,891,28,248352,723
211,2.0,1.4,6.5,73.0,4.0,127.5,4360.0,1685.0,1820.0,1880.0,1280.0,7.5,2750.0,1425.0,1435.0,8.0,5.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.4336492891,74.682464455,4.0,130.023696682,4360.0,1685.0,1820.0,1895.14218009,1295.14218009,7.5,2750.0,1425.0,1435.0,8.0,5.0,6.5,211,28,265980,211
702,3.0,1.8,30.0,124.0,4.0,255.0,4870.0,1834.0,1472.0,2056.66666667,1516.66666667,5.0,2803.0,1577.0,1550.0,35.0,25.0,1,1,1,1,2,2,3.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.78746438746,118.07977208,4.0,249.700854701,4870.0,1834.0,1472.0,2057.92022792,1517.92022792,5.0,2803.0,1577.0,1550.0,35.0,25.0,30.0,702,28,281301,723
188,2.0,2.26666666667,17.5,131.333333333,4.0,211.333333333,4550.0,1820.0,1685.0,2070.0,1579.83333333,5.0,2620.0,1565.0,1565.0,20.0,15.0,1,1,1,1,1,1,2.0,1,2,1,1,2,1,1,1.0,1,1,1.0,2.0,2.28510638298,132.531914894,4.0,212.808510638,4550.0,1820.0,1685.0,2074.14893617,1561.69680851,5.0,2620.0,1565.0,1565.0,20.0,15.0,17.5,188,28,290854,276
658,3.0,2.0,22.5,134.0,4.0,241.0,4838.6,1856.0,1486.0,2044.0,1609.0,5.0,2737.0,1585.0,1587.8,25.0,20.0,1,1,1,1,1,1,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.99452887538,116.272036474,4.0,206.641337386,4842.30243161,1856.0,1484.5775076,2027.61398176,1592.61398176,5.0,2737.0,1585.0,1587.98632219,25.0,20.0,22.5,658,28,291086,827
130,2.0,1.6,9.0,92.0,4.0,160.0,4160.0,1810.0,1635.0,1655.0,1280.0,5.0,2560.0,1560.0,1560.0,10.0,8.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.6,92.0,4.0,160.0,4160.0,1810.0,1635.0,1648.84615385,1273.84615385,5.0,2560.0,1560.0,1560.0,10.0,8.0,9.0,130,28,291514,75
175,3.0,1.66666666667,12.5,94.3333333333,4.0,160.333333333,4545.0,1760.0,1490.0,1776.66666667,1293.33333333,5.0,2600.0,1531.66666667,1530.0,15.0,10.0,1,1,1,1,3,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.66628571429,94.3085714286,4.0,160.297142857,4545.0,1760.0,1490.0,1776.62857143,1298.0,5.0,2600.0,1531.68571429,1530.02857143,15.0,10.0,12.5,175,28,304458,207
320,2.0,1.52,17.5,87.0,4.0,183.0,4454.0,1765.0,1460.0,1789.0,1279.0,5.0,2610.0,1517.0,1493.0,20.0,15.0,1,1,1,1,3,3,2.0,2,1,1,1,2,1,1,1.0,1,1,1.0,2.0,1.579375,82.546875,4.0,162.21875,4454.0,1765.0,1460.0,1781.5,1271.5,5.0,2610.0,1517.0,1493.0,20.0,15.0,17.5,320,28,308913,311
1251,3.0,1.6,17.5,98.6,4.0,206.0,4644.0,1778.0,1482.0,1830.0,1363.0,5.0,2651.0,1535.0,1532.0,20.0,15.0,1,1,1,1,3,3,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.54980015987,82.5459632294,4.0,173.149480416,4644.0,1778.0,1482.0,1806.62669864,1338.77298161,5.0,2651.0,1535.0,1532.0,20.0,15.0,17.5,1251,28,321683,1387
2088,3.0,1.64,12.5,96.44,4.0,159.4,4600.0,1780.0,1445.0,1716.0,1260.2,5.0,2700.0,1555.0,1568.0,15.0,10.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.60172413793,93.9137931034,4.0,155.668103448,4600.0,1780.0,1445.0,1713.83141762,1259.74042146,5.0,2700.0,1555.0,1568.0,15.0,10.0,12.5,2088,28,347384,2310
2271,2.5,1.63333333333,12.5,98.1666666667,4.0,172.0,4554.0,1797.0,1477.0,1812.33333333,1403.33333333,5.0,2685.0,1542.83333333,1560.83333333,15.0,10.0,2,1,1,1,2,2,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,2.89740202554,1.62994275649,92.1114046675,4.0,159.315279613,4588.97137825,1797.0,1477.0,1786.63099956,1376.83619551,5.0,2685.0,1543.97490092,1558.79568472,15.0,10.0,12.5,2271,28,349023,2328
552,3.0,1.63333333333,12.5,92.1666666667,4.0,157.0,4628.33333333,1740.0,1498.33333333,1665.0,1227.0,5.0,2700.0,1520.0,1521.66666667,15.0,10.0,1,1,1,1,3,3,2.0,1,1,1,1,2,1,1,1.0,1,1,1.0,3.0,1.60652173913,91.7844202899,4.0,154.436594203,4621.85688406,1747.06521739,1497.1557971,1656.95652174,1225.13224638,5.0,2700.0,1527.06521739,1528.14311594,15.0,10.0,12.5,552,28,354068,616
